name_pub,street_name,postcode,latitude,longitude,borough
The Duke of York,"The Duke Of York, 161 Uxbridge Road, Hanwell, London",W7 3SP,51.50912,-0.338132,Ealing
The Fox And Goose,"Hanger Lane, Ealing",W5 1DP,51.533656,-0.295787,Ealing
The Fox Public House,"The Fox Inn, Green Lane, Hanwell",W7 2PJ,51.504151,-0.343443,Ealing
The Goldsmiths Arms,"Goldsmiths Arms, 130 East Acton Lane, Acton",W3 7ER,51.51238,-0.256041,Ealing
The Grange Pub & Dining Room,"1 Warwick Road, Ealing",W5 3XH,51.507815,-0.297818,Ealing
The Greenwood Hotel,"The Greenwood, 674 Whitton Avenue West, Northolt",UB5 4LA,51.55319,-0.352625,Ealing
The Greystoke,"The Greystoke, 7 Queens Parade, Hanger Lane, Ealing",W5 3HU,51.516866,-0.290721,Ealing
The Grove,"Ealing Green, Ealing",W5 5QX,51.510339,-0.305145,Ealing
The Hare And Hounds,"The Hare And Hounds, 229 Ruislip Road, Greenford",UB6 9RZ,51.531856,-0.367164,Ealing
The Haven Arms,"Haven Arms, 33 Haven Lane, Ealing, London",W5 2HZ,51.517009,-0.299997,Ealing
The Inn On The Green,"The Inn On The Green, 13-15 Lower Boston Road, Hanwell",W7 3TX,51.507088,-0.339374,Ealing
The Kings Arms,"Kings Arms, 110 Uxbridge Road, Hanwell",W7 3SU,51.508625,-0.336767,Ealing
The Lamb,"137 Norwood Road, Southall",UB2 4JB,51.49695,-0.375038,Ealing
The Lodge Tavern,"The Lodge Tavern, 53A The Mall, Ealing",W5 2PJ,51.514326,-0.300357,Ealing
The Mandeville Arms,"The Harvester, 57-59 Mandeville Road, Northolt",UB5 4LU,51.549058,-0.365856,Ealing
The Mullett,"2 Ruislip Road, Greenford",UB6 9QN,51.528701,-0.357574,Ealing
The North Star,"North Star, 43 The Broadway, Ealing",W5 5JN,51.513517,-0.302909,Ealing
The Oak Tree Public House,"The Old Oak Tree, The Common, Southall",UB2 5PJ,51.495146,-0.387635,Ealing
The Office,"17 Oldfields Circus, Northolt",UB5 4RR,51.551734,-0.350168,Ealing
The Park Club,"Health Club, East Acton Lane, Acton",W3 7HB,51.512064,-0.253488,Ealing
The Plough,"The Plough, 297 Northfield Avenue, Ealing",W5 4XB,51.497365,-0.312743,Ealing
The Plough,"The Plough Public House, 89 North Road, Southall",UB1 2JN,51.513531,-0.37305,Ealing
The Plough Inn (Bar),"The Plough Inn, 10 Tentelow Lane, Southall",UB2 4LG,51.494695,-0.366129,Ealing
The Plough Inn (Restaurant),"The Plough Inn, 10 Tentelow Lane, Southall",UB2 4LG,51.494695,-0.366129,Ealing
The Prince of Wales,"Prince Of Wales, 202 Western Road, Southall",UB2 5ED,51.499334,-0.391406,Ealing
The Raging Ball,"Snooker Club, 33-35 The Broadway, Greenford",UB6 9PN,51.528047,-0.355133,Ealing
The Red Lion,"The Red Lion, 13 St Marys Road, Ealing",W5 5RA,51.508044,-0.304985,Ealing
The Rocket - Rocket Acton Ltd,"The Rocket, 11-13 Churchfield Road, Acton",W3 6BD,51.508649,-0.264528,Ealing
The Scotsman,"The Scotsman, 96 Scotts Road, Southall",UB2 5DE,51.502342,-0.392424,Ealing
The Stag Public House,"The Stag, 177 Acton Lane, Chiswick",W4 5DA,51.499881,-0.264529,Ealing
The Station House,"Station House, Churchfield Road, Acton",W3 6BH,51.508766,-0.26337,Ealing
The Swan,"The Swan, 119 Acton Lane, Chiswick",W4 5HH,51.497901,-0.265642,Ealing
The Talbot,"The Talbot, 1 Mill Hill Road, Acton",W3 8JB,51.506577,-0.273439,Ealing
The Three Horseshoes,"Three Horseshoes, 2 High Street, Southall",UB1 3DA,51.510956,-0.37477,Ealing
The Underground Bar,"Basement, 34 King Street, Southall",UB2 4DB,51.500427,-0.383314,Ealing
The Viaduct,"The Viaduct Inn, 221 Uxbridge Road, Hanwell, London",W7 3TD,51.508601,-0.342114,Ealing
The Village Inn,"124 Pitshanger Lane, Ealing",W5 1QP,51.526501,-0.312777,Ealing
The Village Inn,"Royal Victoria Ph, 66 Boston Road, Hanwell",W7 2ET,51.505724,-0.337046,Ealing
The Wheatsheaf,"The Wheatsheaf, 41 Haven Lane, Ealing",W5 2HZ,51.517009,-0.299997,Ealing
The Windmill,"The Windmill, 50 High Street, Acton",W3 6LG,51.506792,-0.266082,Ealing
The Wishing Well,"The Wishing Well, 10 The Broadway, Greenford",UB6 9PR,51.527915,-0.352831,Ealing
"The Wishing Well,","The Wishing Well, 61 Old Oak Common Lane, Acton",W3 7DD,51.51466,-0.249685,Ealing
The Wolf Inn,"176 Norwood Road, Southall",UB2 4JS,51.496815,-0.375748,Ealing
The Yard,"1211 Greenford Road, Greenford",UB6 0HY,51.556032,-0.33677,Ealing
Tir Chonaill Gaels,"Tir Chonaill Gaels Rugby Club Horsenden Hill West, Berkeley Avenue, Greenford",UB6 7PQ,51.543416,-0.324106,Ealing
Visitation,"Parish Centre, 358 Greenford Road, Greenford",UB6 9AN,51.525951,-0.352584,Ealing
W Middx Lawn Tennis Club,"West Middlesex Lawn Tennis Club, 6 Berners Drive, West Ealing",W13 0JS,51.514813,-0.32801,Ealing
West 5,"West Five Ph, Popes Lane, Ealing",W5 4NB,51.501304,-0.289761,Ealing
West Ealing Bowls Club,"Mervyn Road, West Ealing",W13 9UN,51.501047,-0.323053,Ealing
West London Masonic Centre,"Churchfield House, Churchfield Road, West Ealing",W13 9NF,51.509214,-0.315044,Ealing
West London Trades' Union Club Ltd,"Hall, 33-35 High Street, Acton",W3 6ND,51.506473,-0.265792,Ealing
Alan Pullinger Youth Cntr,"Alan Pullinger Centre, 1 John Bradshaw Road, LONDON",N14 6BT,51.630834,-0.126935,Enfield
Anadolu Social Club,"32 Sterling Way, LONDON",N18 2XZ,51.614471,-0.066106,Enfield
Ayley Croft Community Hall,"Tenants Meeting Hall, Ayley Croft, ENFIELD",EN1 1XS,51.643655,-0.061959,Enfield
Bar Form,"7 Genotin Road, ENFIELD",EN1 2AA,51.652034,-0.079889,Enfield
Bar Taps,"29 Silver Street, ENFIELD",EN1 3EF,51.653095,-0.080408,Enfield
Barosi,"151 Green Lanes, LONDON",N13 4SP,51.611515,-0.109851,Enfield
Barrowfield CI & Jeremys Green Ass.,"Westbourne Hall, Westbourne Place, LONDON",N9 0RT,51.623796,-0.051942,Enfield
Bassbox,"H7, 35 Harbet Road, LONDON",N18 3HT,51.608695,-0.036644,Enfield
BHPGC,"Bush Hill Park Golf Club, Bush Hill, LONDON",N21 2BU,51.644024,-0.090519,Enfield
Botany Bay Cricket Club,"Cricket Pavilion, East Lodge Lane, ENFIELD",EN2 8AS,51.677864,-0.12125,Enfield
Boundary Hall,"138 Snells Park, LONDON",N18 2SZ,51.609968,-0.066774,Enfield
Bounds Green Bowls And Tennis Club,"Brownlow Road, LONDON",N11 2BS,51.610071,-0.122432,Enfield
Bowls Club Lea Valley Leisure Centre,"59 Meridian Way, LONDON",N9 0AR,51.632546,-0.037911,Enfield
Brackendale Lawn Tennis Club,"Brackendale Sports Ground, Brackendale, LONDON",N21 3DH,51.628703,-0.110061,Enfield
Brimsdown Sports & Social Club,"Brimsdown Sports Club, Goldsdown Road, ENFIELD",EN3 7RP,51.657494,-0.036458,Enfield
Broomfield Club,"85 Hedge Lane, LONDON",N13 5SZ,51.622137,-0.0983,Enfield
Bush Hill Park Bowls Tennis And Social Club,"Abbey Road, ENFIELD",EN1 2QP,51.643481,-0.072142,Enfield
Bush Hill Park Conservative Club,"16A Leighton Road, Enfield",EN1 1XH,51.643104,-0.06616,Enfield
Bush Hill Park PH,"Public House, 141 St Marks Road, ENFIELD",EN1 1BA,51.641846,-0.06896,Enfield
Caribbean Takeaway O/s The Falcon PH,"115 South Street, ENFIELD",EN3 4PX,51.6425,-0.038407,Enfield
Chaseville Cricket Club,"Cricket Pavilion, Bramley Sports Ground, Chase Side, LONDON",N14 4AB,51.642312,-0.142997,Enfield
Club & Bar,"Club House, Crews Hill Golf Club, Cattlegate Road, ENFIELD",EN2 8AZ,51.684364,-0.109393,Enfield
Cockfosters Bowling Club,"Cockfosters Sports Ground, Chalk Lane, BARNET",EN4 9JG,51.652696,-0.152519,Enfield
Cockfosters Football Club,"Cockfosters Sports Ground, Chalk Lane, BARNET",EN4 9JG,51.652696,-0.152519,Enfield
Conway Lawn Tennis Club,"Conway Road Recreation Ground, Conway Road, LONDON",N14 7BD,51.622367,-0.119281,Enfield
Crown & Horseshoes,"Public House, 15 Horseshoe Lane, ENFIELD",EN2 6PZ,51.656082,-0.08712,Enfield
Crown And Anchor,"Public House, 222 Fore Street, LONDON",N18 2QD,51.616427,-0.063625,Enfield
Croyland Youth Centre,"Croyland Road, LONDON",N9 7BE,51.630482,-0.062578,Enfield
Cuckoo Hall Estate Community Assoc,"Mottingham Hall, 4 Mottingham Road, LONDON",N9 8DY,51.637104,-0.042672,Enfield
Dog And Duck,"Public House, 74 Hoppers Road, LONDON",N21 3LH,51.626414,-0.104189,Enfield
Downs Pavillion,"Johnson Matthey Sports Ground, Goldsdown Road, ENFIELD",EN3 7RP,51.657494,-0.036458,Enfield
Edmonton Conservative Club,"396 Hertford Road, LONDON",N9 7EY,51.635005,-0.052227,Enfield
Edmonton Cricket Club,"Norsemen Football Club Edmonton Cricket Club, Church Street, LONDON",N9 9HL,51.629152,-0.076261,Enfield
Edmonton Green Social Club,"99 Hertford Road, Edmonton",N9 7EE,51.62853,-0.056507,Enfield
Edmonton Sports & Social Club,"Norsemen Football Club Edmonton Cricket Club, Church Street, LONDON",N9 9HL,51.629152,-0.076261,Enfield
Ellenborough Table Tennis Club,"Ellenborough Tt Club, Craddock Road, ENFIELD",EN1 3SP,51.653089,-0.069681,Enfield
Enfield & Haringey Club Restaurant,"Lea Valley Athletics Centre, 61 Meridian Way, LONDON",N9 0AR,51.632546,-0.037911,Enfield
Enfield Chase Tennis Club,"Enfield Chase Tenis Club, Mortimer Drive, ENFIELD",EN1 2LH,51.643045,-0.07787,Enfield
Enfield Cricket Club,"9 Lincoln Road, ENFIELD",EN1 2RY,51.647763,-0.077193,Enfield
Enfield Deaf Social Club,"Park Avenue Resource Centre, 65C Park Avenue, ENFIELD",EN1 2HL,51.640736,-0.077462,Enfield
Enfield Highway Comm Centre,"Community Centre, 117 Hertford Road, ENFIELD",EN3 5JF,51.656575,-0.047182,Enfield
Enfield Highway Conservative Club,"652 Hertford Road, ENFIELD",EN3 6LZ,51.671457,-0.04067,Enfield
Enfield Highway Working Mens Club,"Social Club, 97 Ordnance Road, ENFIELD",EN3 6AG,51.671401,-0.035669,Enfield
Enfield Ignatians RFC,"Queen Elizabeth Stadium, Donkey Lane, ENFIELD",EN1 3PL,51.659058,-0.060247,Enfield
Enfield Lawn Tennis Club,"The Ridgeway, ENFIELD",EN2 8NA,51.660896,-0.101203,Enfield
Enfield Town Conservative Club,"Enfield Town Club, 8 Old Park Avenue, ENFIELD",EN2 6PR,51.652559,-0.088382,Enfield
Fishmongers Arms,"Commercial Premises, Public House, Winchmore Hill Road, LONDON",N14 6AD,51.633758,-0.124735,Enfield
Friends Social Club,"2A-2B Gloucester Road, LONDON",N18 1HL,51.61317,-0.070076,Enfield
Gala Club,"5 Dearsley Road, ENFIELD",EN1 3FB,51.650909,-0.0574,Enfield
Golden Hive,"Public House, 102 Green Street, ENFIELD",EN3 7HP,51.65688,-0.043367,Enfield
Golden Palace,"C38, 35 Harbet Road, LONDON",N18 3HU,51.608115,-0.037492,Enfield
Green Towers Community Centre,"Green Towers Hall, Plevna Road, LONDON",N9 0BU,51.623458,-0.058125,Enfield
Hadley Wood Association,"3-7 Crescent East, Enfield North, Enfield",EN4 0EL,51.668658,-0.175571,Enfield
Hadley Wood Golf Club,"Beech Hill, BARNET",EN4 0JJ,51.66649,-0.165767,Enfield
Hadley Wood Lawn Tennis Club,"Hadley Wood Tennis Club, Hadley Wood Open Space, Crescent East, Enfield North",EN4 0EL,51.668658,-0.175571,Enfield
Harvester,"Public House, 338 Bowes Road, LONDON",N11 1AN,51.61624,-0.134282,Enfield
Harvester,"The Navigation Inn, 4 Wharf Road, ENFIELD",EN3 4XX,51.643556,-0.029545,Enfield
Harvester Gryphon,"Public House, 9 Vera Avenue, LONDON",N21 1RE,51.642647,-0.098179,Enfield
Hazelwood Tennis Club,"Ridge Avenue, LONDON",N21 2AJ,51.636354,-0.088355,Enfield
Hiiraan Social Club,"121 Green Lanes, LONDON",N13 4SP,51.611515,-0.109851,Enfield
Holtwhites Sports & Social,"Holtwhites Hill Sports Ground, 1 Kirkland Drive, ENFIELD",EN2 0RU,51.660276,-0.090139,Enfield
Hop Poles,"Public House, 320 Baker Street, ENFIELD",EN1 3LH,51.663434,-0.077007,Enfield
Hurricane Room,"495A Southbury Road, ENFIELD",EN3 4JW,51.64847,-0.049699,Enfield
Inn on the Park,"2 Solar Way, ENFIELD",EN3 7XY,51.676903,-0.021661,Enfield
Iskele Spor Kulubu,"37 Bounces Road, LONDON",N9 8JD,51.628626,-0.053628,Enfield
Jays Rest,"Fire Station, 99 Church Street, LONDON",N9 9AA,51.627302,-0.069274,Enfield
Kempe Hall Community Association,"Bullsmoor Community Centre And Clinic, Kempe Road, ENFIELD",EN1 4QS,51.676764,-0.048845,Enfield
La Face,"169-171 Fore Street, LONDON",N18 2XB,51.613858,-0.06489,Enfield
Lawns Bar & Restaurant,"David Lloyd Club, 180 Carterhatch Lane, ENFIELD",EN1 4LF,51.659549,-0.061137,Enfield
Lefke Social Club,"281 Hertford Road, LONDON",N9 7ES,51.633462,-0.054042,Enfield
LT's,"Public House, 58 Fore Street, LONDON",N18 2SW,51.610538,-0.065335,Enfield
Mayfield Athletic Club,"Kenmare Gardens, LONDON",N13 5DR,51.617363,-0.093891,Enfield
Memorial Hall,"Maldon Road, LONDON",N9 9QP,51.623056,-0.066478,Enfield
Mollys Bar,"Public House, 380 Bowes Road, LONDON",N11 1AH,51.616451,-0.135646,Enfield
Moon Under Water,"Public House, 115-117 Chase Side, ENFIELD",EN2 6NN,51.659165,-0.087583,Enfield
Mount Carmel Centre,"Our Lady Of Mount Carmel Church Hall, London Road, ENFIELD",EN2 6DR,51.650995,-0.080699,Enfield
N. Salamis FC,"374 Green Lanes, LONDON",N13 5PD,51.621267,-0.105646,Enfield
NEASO and Southgate Olympic Assoc,"Clowes Sports Ground, Barrowell Green, LONDON",N21 3AU,51.625964,-0.094167,Enfield
New Calypsonians Cricket Club,"Middlesex University Sports Ground, Green Dragon Lane, LONDON",N21 1EP,51.643515,-0.107971,Enfield
New Southgate Conservative Club,"High Road, New Southgate, LONDON",N11 1PP,51.613929,-0.139967,Enfield
Norsemen Football Club,"Norsemen Football Club Edmonton Cricket Club, Church Street, LONDON",N9 9HL,51.629152,-0.076261,Enfield
North Enfield Conservative Club Bar,"Conservative Club, 278 Baker Street, ENFIELD",EN1 3LD,51.662334,-0.078442,Enfield
North Enfield Cricket Club,"Strayfield Road Sports Ground, 24 Strayfield Road, ENFIELD",EN2 9JE,51.673604,-0.098531,Enfield
Nuffield Health,"Enfield Fitness & Wellbeing Gym, Tower Point, 52 Sydney Road, ENFIELD",EN2 6SZ,51.649169,-0.081267,Enfield
Nurhaklilir Social Club,"147 High Street, ENFIELD",EN3 4EB,51.644286,-0.046279,Enfield
Oakwood Tavern,"155 Bramley Road, LONDON",N14 4XA,51.648846,-0.129185,Enfield
Old Ashmolean RFC,"The Bourne, Southgate",N14 6RA,51.63219,-0.11782,Enfield
Old Edmontonians FC Clubhouse,"Henry Barrass Stadium, Houndsfield Road, Edmonton",N9 7RA,51.633546,-0.05479,Enfield
Old Grammarians RFC,"Middlesex University Sports Ground, Green Dragon Lane, LONDON",N21 1EP,51.643515,-0.107971,Enfield
Old Ignatian Association Ltd,"147 Turkey Street, ENFIELD",EN1 4NW,51.673971,-0.055589,Enfield
On Broadway,"765 Green Lanes, LONDON",N21 3SA,51.631757,-0.095947,Enfield
Ponders End Smallholders Assoc,"82A Church Road, ENFIELD",EN3 4NU,51.641967,-0.043113,Enfield
Ponders End Working Mens Club,"46 South Street, ENFIELD",EN3 4LB,51.644105,-0.043526,Enfield
Ponders End Youth Centre,"Main Block, Youth Centre, 129-137 South Street, ENFIELD",EN3 4PX,51.6425,-0.038407,Enfield
Prince Albert Enfield,"Public House, 611 Hertford Road, ENFIELD",EN3 6UP,51.671271,-0.040273,Enfield
Pymmes Park Bowling Club,"Pymmes Park, Victoria Road, LONDON",N18 2UG,51.617152,-0.0667,Enfield
Rose & Crown P.H,"Public House, 185 Clay Hill, ENFIELD",EN2 9AJ,51.671196,-0.083721,Enfield
Royal British Legion,"Eden Hall, 114 Nags Head Road, ENFIELD",EN3 7AP,51.648066,-0.042156,Enfield
Royal Small Arms Angling Club,"Rammey Marsh Lock House, Lea Road, Waltham Abbey, WALTHAM ABBEY",EN9 1AL,51.678839,-0.011726,Enfield
Salisbury Arms,"Sailsbury Arms, Public House, Hoppers Road, LONDON",N21 3NP,51.632949,-0.10292,Enfield
Sapphire Kitchen,"C42, 35 Harbet Road, LONDON",N18 3HU,51.608115,-0.037492,Enfield
Saracens Amateur Rugby F/ball Club,"Bramley Sports Ground, Chase Side, Southgate",N14 4AB,51.642312,-0.142997,Enfield
Selborne Bowling Club,"The Mall, LONDON",N14 6EN,51.625275,-0.123986,Enfield
Social Club,"254 Fore Street, LONDON",N18 2QD,51.616427,-0.063625,Enfield
Social Club At Rear Of,"537 Hertford Road, ENFIELD",EN3 5UQ,51.66953,-0.041043,Enfield
Southgate Hockey Centre Ltd,"Trent Park, Cockfosters Road, BARNET",EN4 0PS,51.657735,-0.136829,Enfield
Southgate Masonic Centre,"88 High Street, LONDON",N14 6EB,51.627399,-0.125777,Enfield
Southgate Old Scholars Association,"Cockfosters Sports Ground, Chalk Lane, BARNET",EN4 9JG,51.652696,-0.152519,Enfield
Southgate Royal British Legion,"Hollies Hall, Nursery Road, LONDON",N14 5QD,51.636335,-0.133545,Enfield
Sports Lounge Snooker Club,"Red Ridge Club, Bridge Gate Mews, LONDON",N21 2AH,51.636004,-0.090032,Enfield
St Monica's Parish Centre,"St Monicas Social Club, Cannon Hill, LONDON",N14 7HG,51.621779,-0.121299,Enfield
Sun And Woolpack,"Public House, 640 Hertford Road, ENFIELD",EN3 6LZ,51.671457,-0.04067,Enfield
The Alfred Herring,"316-322 Green Lanes, LONDON",N13 5TT,51.618954,-0.107201,Enfield
The Beehive PH,"24 Little Bury Street, LONDON",N9 9JZ,51.633086,-0.079823,Enfield
The Bird in Hand,"Public House, 100 Tottenhall Road, LONDON",N13 6DG,51.611076,-0.101593,Enfield
The Black Horse,"Public House, 179 Hertford Road, ENFIELD",EN3 5JH,51.659061,-0.046844,Enfield
The Bull,"Public House, 161 Silver Street, LONDON",N18 1PY,51.616403,-0.076944,Enfield
The Cart,"Public House, 434 Montagu Road, LONDON",N9 0ER,51.627668,-0.045216,Enfield
The Cricketers,"Public House, 17-19 Chase Side Place, ENFIELD",EN2 6QA,51.656337,-0.087355,Enfield
The Falcon Inn,"115 South Street, ENFIELD",EN3 4PX,51.6425,-0.038407,Enfield
The Fox PH,"Public House, 413 Green Lanes, LONDON",N13 4JD,51.620313,-0.106755,Enfield
The George,"Public House, 5 The Town, ENFIELD",EN2 6LE,51.651854,-0.081502,Enfield
The Gilpins Bell,"50-56 Fore Street, LONDON",N18 2SS,51.609766,-0.06596,Enfield
The Goat,"Public House, 252 High Street, ENFIELD",EN3 4HB,51.646993,-0.047377,Enfield
The Greyhound,"Public House, 425 South Ordnance Road, ENFIELD",EN3 6HR,51.669289,-0.018609,Enfield
The Halfway House Toby Carvery,"Public House, 801 Great Cambridge Road, ENFIELD",EN1 3PN,51.659134,-0.059405,Enfield
The Hyde Arms,"Public House, 137 Victoria Road, LONDON",N9 9BB,51.622518,-0.065995,Enfield
The Jolly Butchers,"Public House, 168-170 Baker Street, ENFIELD",EN1 3JS,51.659474,-0.08011,Enfield
The Jolly Farmers,"2 Enfield Road, ENFIELD",EN2 7QS,51.654681,-0.107766,Enfield
The King and Tinker,"Public House, 40 Whitewebbs Lane, ENFIELD",EN2 9HJ,51.680646,-0.067165,Enfield
The Kings Head,"9 Market Place, ENFIELD",EN2 6LL,,,Enfield
The Kings Head,"Public House, The Green, Winchmore Hill, LONDON",N21 1BB,51.634712,-0.103496,Enfield
The Lamb P.H,"52 Church Street, LONDON",N9 9PA,51.625374,-0.06362,Enfield
The Lincoln Arms,"Public House, 155 Percival Road, ENFIELD",EN1 1QT,51.647815,-0.065526,Enfield
The Minchenden Association,"Cricket Pavilion, Bramley Sports Ground, Chase Side, LONDON",N14 4AB,51.642312,-0.142997,Enfield
The New Crown,"Public House, 80-84 Chase Side, LONDON",N14 5PH,51.633542,-0.130957,Enfield
The Occasional Half,"Public House, 67-77 Green Lanes, LONDON",N13 4TD,51.61017,-0.110123,Enfield
The Old Bell,"Public House, 223 Baker Street, ENFIELD",EN1 3LA,51.661088,-0.078697,Enfield
The Old Wheatsheaf,"Public House, 3 Windmill Hill, ENFIELD",EN2 6SE,51.653803,-0.089688,Enfield
The Orange Tree,"18 Highfield Road, LONDON",N21 3HA,51.629032,-0.095931,Enfield
The Picture Palace,"128 High Street, ENFIELD",EN3 4ES,51.643128,-0.046994,Enfield
The Pied Bull,"Public House, 5 Bulls Cross, ENFIELD",EN2 9HE,51.67817,-0.059329,Enfield
The Plough,"Public House, 12 Cattlegate Road, ENFIELD",EN2 9DJ,51.683266,-0.102105,Enfield
The Queens Head,"Public House, 41-43 Station Road, Winchmore Hill, LONDON",N21 3NB,51.633441,-0.100544,Enfield
The Railway Inn,"Public House, 229 Ordnance Road, ENFIELD",EN3 6HA,51.670965,-0.027401,Enfield
The Railway Tavern,"Public House, 19-20 Market Square, LONDON",N9 0TZ,51.624259,-0.058178,Enfield
The Red Lion,"Public House, 375 Hertford Road, ENFIELD",EN3 5PP,51.663707,-0.044504,Enfield
The Ridgeway Tavern,"76 The Ridgeway, ENFIELD",EN2 8JF,51.663097,-0.104422,Enfield
The Rising Sun,"Public House, 240 Winchester Road, LONDON",N9 9EF,51.631109,-0.06511,Enfield
The Robin Hood,"Public House, 240 The Ridgeway, ENFIELD",EN2 8AP,51.677095,-0.12834,Enfield
The Six Bells,"Public House, 187 Chase Side, ENFIELD",EN2 0PT,51.660897,-0.086831,Enfield
The Southgate Club,"17 Chase Side, LONDON",N14 5BP,51.632658,-0.129621,Enfield
The Sporting Green,"Public House, 129 Hertford Road, ENFIELD",EN3 5JF,51.656575,-0.047182,Enfield
The Stag,"Public House, 35 Little Park Gardens, ENFIELD",EN2 6PH,51.652889,-0.086518,Enfield
The Stag And Hounds,"Public House, 371 Bury Street West, LONDON",N9 9JW,51.634766,-0.076457,Enfield
The Station Tavern,"Public House, Green Street, ENFIELD",EN3 7SH,51.655352,-0.031549,Enfield
The Three Wishes,"Public House, 749 Green Lanes, LONDON",N21 3SA,51.631757,-0.095947,Enfield
The Walker Cricket Ground,"175 Waterfall Road, LONDON",N14 7JZ,51.625837,-0.13045,Enfield
The Wheatsheaf,"Public House, 185 Baker Street, ENFIELD",EN1 3JT,51.660177,-0.079111,Enfield
The White Hart,"290 Chase Road, LONDON",N14 6HA,51.634122,-0.126757,Enfield
The White Horse,"Public House, 105 Fore Street, LONDON",N18 2XF,51.61248,-0.065353,Enfield
The White House,"Public House, 570 Hertford Road, ENFIELD",EN3 5SU,51.668705,-0.0417,Enfield
The Winchmore,"Public House, 235 Winchmore Hill Road, LONDON",N21 1QA,51.638249,-0.112092,Enfield
The Wonder,"1 Batley Road, ENFIELD",EN2 0JG,51.663438,-0.08548,Enfield
The Woodman,"Public House, 128 Bourne Hill, LONDON",N13 4BD,51.628696,-0.116939,Enfield
